ReportId,RepCode,Name - Native,Name - English,Dir,PPA_Cutoff,Top_Cutoff,Type,Restrictions?,Region,SubRegionID,Country,NewCode,Keywords,Name_Native_Letter,Name_Native_Companies,Name_Native_Industry,Name_Native_Descriptive,Sect_Primary,Sect_Secondary,UK_Assoc1 to 20,PW_Assoc1 to 20,FR_Assoc1 to 20,IT_Assoc1 to 20,SP_Assoc1 to 20,NO_Assoc1 to 20,GE_Assoc1 to 20,RU_Assoc1 to 20,MultiCountry,Date_Last_Edited,Marketing_Description_Native,Marketing_Description_English,Report_Definition_Native,Report_Definition_English,Top3_1,Top3_2,Top3_3,Top20_1,Top20_2,Top20_3,Top20_4,Top20_5,Top20_6,Top20_7,Top20_8,Top20_9,Top20_10,Top20_11,Top20_12,Top20_13,Top20_14,Top20_15,Top20_16,Top20_17,Top20_18,Top20_19,Top20_20,AT_Assoc1 to 20
23970,SPAS99,AGENCIAS DE SEGUROS,INSURANCE AGENTS,H:\agseguro\,2000,100,Normal,True,4,,,SPFINSEM61A,seguros; agencia de seguros; agente de seguros; agencia vinculada; agencia exclusiva; mediación de seguros,Agencias de seguros,de las agencias de seguros,,,Fina,Serv,,,,,,,,,,23/05/2020 00:00:00,Las empresas analizadas en el informe se dedican a la mediación de seguros en calidad de agentes.,The companies analysed in the report are insurance agents.,Mediadores de seguros en calidad de agentes/agencias. Facturación por encima de 100.000 € en el último ejercicio.,Insurance agents/agencies. Sales over 100.000 € in the last year.,6112,23895,,9524,9525,9526,760,758,5174,22392,22011,22393,9995,9995,18066,13674,,,,,,,,,
6112,SPCS99,CORREDURÍAS DE SEGUROS,INSURANCE BROKERAGE,H:\corredur\,3000,100,Normal,True,4,,133,SPFINSEM18A,correduría de seguros; corredores de seguros; corredor de seguros; seguros; mediadores de seguros independientes; seguros,Corredurías de seguros,de la correduría de seguros,,,Aero,Acco,,,,,,,,,,09/06/2015 00:00:00,Las empresas analizadas en el informe se dedican a la actividad de correduría de seguros.,The companies analysed in the report are specialised in the activity of insurance brokerage.,empresas de corredurías de seguros,companies providing insurance brokerage,18084,6114,6131,760,758,6113,14061,5174,9526,18066,6277,14130,,,,,,,,,,,,,
26545,SPPG99,CORREDURÍAS DE SEGUROS (Portugal),INSURANCE BROKERAGE (Portugal),H:\insuport\,2000,100,Normal,True,4,,,SPFINSER66B,,Corredurías de seguros (Portugal),de la correduría de seguros (Portugal),,,Fina,Insu,,,,,,,,,,08/04/2022 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23895,SPPQCS,CORREDURÍAS DE SEGUROS (MENOS DE 100.000 €),INSURANCE BROKERS (UNDER 100.000 €),H:\peqcorr\,2000,100,Normal,True,4,,,SPFINSEN47B,correduría de seguros; corredores de seguros; corredor de seguros; seguros; mediadores de seguros independientes; seguros; mediación,Corredurías de seguros (menos de 100.000 €),de la correduría de seguros,,,Fina,Serv,,,,,,,,,,13/04/2020 00:00:00,Las empresas analizadas en el informe se dedican a la correduría de seguros (facturación por debajo de 100.000 euros en el último ejercicio).,The companies analysed in the report are specialised in the activity of insurance brokerage (sales under 100.000 € in the last financial year).,Corredurías de seguros con una facturación por debajo de 100.000 euros en el último ejercicio.,Companies providing insurance brokerage with sales under 100.000 euro in the last financial year.,6112,18084,6113,6114,6131,14130,1461,1175,763,758,760,16168,14620,5174,22392,22011,22393,9524,9526,9995,18066,13674,,,
6114,SPSP02,OPERADORES DE BANCASEGUROS,INSURANCE SERVICES,H:\bankseg\,3000,50,Normal,True,4,,133,SPFINSEM15B,bancaseguros; banca seguros; banca-seguros; bancassurance,Operadores de bancaseguros,de los operadores de banca-seguros,,,,,,,,,,,,,,05/05/2014 00:00:00,,,empresas operadores de bancaseguros,companies providing bancassurance services,,,,745,,,,,,,,,,,,,,,,,,,,,
18100,SPINTS,SISTEMAS INTELIGENTES DE TRANSPORTE,INTELLIGENT TRANSPORT SYSTEMS,H:\itrasys\,1000,100,Normal,True,4,,,SPINFSOM18B,software transporte; transporte inteligente; sistema inteligentes de transporte; sistemas inteligentes de transporte; intelligent transport system; intelligent transport systems; informática; transporte,Sistemas inteligentes de transporte,de los sistemas inteligentes de transporte,,,Info,Tran,,,,,,,,,,23/03/2017 15:54:58,Las empresas analizadas en el informe son aquellas cuya actividad incluya el desarrollo de sistemas inteligentes de transporte.,The companies analysed in the report are those whose activity includes the development of intelligent transport systems.,El concepto de Sistemas Inteligentes de Transporte (SIT) (Inglés: Intelligent Transportation Systems - ITS) es un conjunto de soluciones tecnológicas de las telecomunicaciones y la informática (conocida como telemática) diseñadas para mejorar la operación y seguridad del transporte terrestre; tanto para carreteras urbanas y rurales; como para ferrocarriles. Este conjunto de soluciones telemáticas también pueden utilizarse en otros modos de transporte; pero su principal desarrollo ha sido orientado al transporte terrestre.  El interés para el desarrollo de los SIT proviene de los problemas causados por la congestión del tráfico. La congestión de tráfico se ha incrementado a nivel mundial como resultado de un incremento en el crecimiento poblacional; urbanización y cambios en la densidad de población. Esta congestión reduce la eficiencia de la infraestructura de transporte e incrementa el tiempo de viaje; consumo de combustible y de contaminación ambiental.,Intelligent transportation systems (ITS) are advanced applications which; without embodying intelligence as such; aim to provide innovative services relating to different modes of transport and traffic management and enable various users to be better informed and make safer; more coordinated; and 'smarter' use of transport networks. They are considered a part of the Internet of things.  Although ITS may refer to all modes of transport; EU Directive 2010/40/EU (7 July 2010) defined ITS as systems in which information and communication technologies are applied in the field of road transport; including infrastructure; vehicles and users; and in traffic management and mobility management; as well as for interfaces with other modes of transport.,,,,,,,,,,,,,,,,,,,,,,,,,
15125,SPINTI,DISEÑO DE INTERIORES,INTERIOR DESIGN,H:\interior\,3000,100,Normal,True,4,,133,SPFURPDM49A,diseño de interiores; interior; muebles; remodelación; arquitectura; decoración; interiores; diseño; interiorismo; interiorista,Diseño de interiores,del diseño de interiores,,,Aero,Acco,,,,,,,,,,05/05/2015 00:00:00,Las empresas analizadas en el informe prestan servicios de decoración y diseño de interiores.,The companies analysed in the report provide interior design and decoration services.,,companies offering interior design services - specialising in creating interiors for rooms and buildings,5936,6077,19785,830,6168,16230,5949,5953,6121,14315,6271,13940,5176,,,,,,,,,,,,
6116,SPIN11,DISEÑO DE PÁGINAS WEB Y SUS APLICACIONES,INTERNET WEB DESIGN,H:\internet\,3000,100,Normal,True,4,,133,SPINFSON37V,diseño web; páginas web; aplicaciones; diseño aplicaciones; diseño; diseño internet; diseño gráfico; diseño de interfaz; experiencia de usuario; arquitectura de información,Diseño de páginas web y sus aplicaciones,del diseño de páginas web y sus aplicaciones,,,,,CO70,,,,,,,,,05/05/2015 00:00:00,,,empresas de diseño de páginas y aplicaciones web,companies designing web pages and apps,14085,14174,6142,181,14044,14852,14088,5917,,,,,,,,,,,,,,,,,
9858,SPINV4,GESTION FINANCIERA E INVERSORAS,INVESTMENT COMPANIES,H:\investc\,3000,50,Normal,True,4,,133,SPFINSEM19A,gestion financiera; gestion inversos; gestion inversoras; inversión; financiero; inversiones; jubilación; capital; gestión de inversiones,Gestion financiera e inversoras,de la gestión financiera y las sociedades inversoras,,,,,FL39,,,,,,,,,10/07/2014 00:00:00,,,empresas de gestion financiera e inversoras,companies offering financial and investment management services,,,,,,,,,,,,,,,,,,,,,,,,,
14089,SPIRR0,SISTEMAS DE RIEGO,IRRIGATION SYSTEMS,H:\irrigat\,3000,100,Normal,True,4,,133,SPAGRSEM32A,riego; agua; bombas; paisaje; sistemas de riego; aspersores; tuberías; válvulas; jardín; sistemas de riego para jardines,Sistemas de riego,de los sistemas de riego,,,,,CI65,,,,,,,,,23/09/2016 15:49:08,,,empresas dedicadas a la fabricación y distribución de sistemas de riego,companies manufacturing and supplying irrigation systems,6074,14755,,1040,6082,,,,,,,,,,,,,,,,,,,,
6118,SPCO05,CONSULTORÍA Y SERVICIOS INFORMÁTICOS,IT CONSULTANTS,H:\informat\,3000,100,Normal,True,4,,133,SPINFSUM24A,software; consultoría; inteligencia empresarial; Microsoft; servicios; consultor; consultores; asesoría; consultoría; servicios de TI; servicios gestionados; nube; redes; informática; informático; TIC; tecnología,Consultoría y servicios informáticos,de la consultoría y los servicios informáticos,,,Aero,Acco,,,,,,,,,,07/11/2016 08:50:44,Las empresas analizadas en el informe prestan servicios de asesoría y consultoría informática.,The companies analysed in the report offer IT consultancy services.,empresas que ofrecen consultoría tecnológica,companies providing information technology consulting,14852,6003,14174,14088,14087,138,1613,13983,14037,4957,14085,19540,9858,14044,16389,,,,,,,,,,
14088,SPINTE,INTEGRADORES TIC,IT INTEGRATORS,H:\integr\,3000,50,Normal,True,4,,133,SPINFSUM25A,,Integradores TIC,de la integración TIC,,,,,,,,,SPVOIP;SPCO05;,,,,,06/01/2015 00:00:00,,,,,14852,,,14087,6118,14085,14174,19540,14044,13983,9858,6265,,,,,,,,,,,,,
14852,SPINFO,MANTENIMIENTO INFORMÁTICO,IT SUPPORT,H:\inforsup\,3000,100,Normal,True,4,,133,SPINFSUM26A,informático; software; soporte; ordenador; servicios; soporte informático; servicios gestionados; virtualización; equipo de mantenimiento; reparación ordenador; soporte técnico; hardware,Mantenimiento informático,del mantenimiento informático,,,,,CO15,,,,,,,,,10/02/2016 00:00:00,,,empresas proveedoras de soporte técnico y servicios gestionados,companies providing IT support and IT managed services,14037,6118,14088,148,16856,9858,13983,14043,6116,,,,,,,,,,,,,,,,
14087,SPVOIP,OPERADORES Y PROVEEDORES VoIP,IT VOIP,H:\voip\,3000,50,Normal,True,4,,133,SPELESUM64B,voip; tecnología voip; voz ip; voz sobre ip; centralita online; centralita virtual,Operadores y proveedores VoIP,de los operadores y proveedores VoiP,,,Info,Tele,,,,,,,,,,17/06/2019 00:00:00,Operadores y proveedores de VoIP con infraestructura propia y empresas especializadas en servicios de voz sobre IP y centralita virtual.,Companies providing and operating VoIP with their own infrastructure and companies specialised in VoIP services and virtual switchboard.,Operadores y proveedores de VoIP con infraestructura propia y empresas especializadas en servicios de voz sobre IP y centralita virtual.,Companies providing and operating VoIP with their own infrastructure and companies specialised in VoIP services and virtual switchboard.,6265,,,6118,599,14088,6266,,,,,,,,,,,,,,,,,,
19523,SPITAL,IMPORTADORES Y DISTRIBUIDORES DE COMIDA ITALIANA,ITALIAN FOOD IMPORTERS AND DISTRIBUTORS,H:\italimp\,100,500,Normal,True,4,,,SPFOOGMM2A,Italiana; pasta; comida Italiana; distribucion.,Importadores y distribuidores de comida italiana,de la importación y distribución de comida italiana,,,Food,Food,,,,,,,,,,16/08/2017 00:00:00,,Italian food importers and distributors.,Importación y distribución de comida Italiana.,Italian food importers and distributors.,,,,,,,,,,,,,,,,,,,,,,,,,
19524,SPREST,RESTAURANTES ITALIANOS,ITALIAN RESTAURANTS,H:\restit\,100,200,Normal,True,4,,,SPHOSRCN37D,restaurantes Italianos; comida Italiana; pasta; pizza,Restaurantes italianos,de los restaurantes italianos,,,Food,Food,,,,,,,,,,16/08/2017 00:00:00,,Italian Restaurants.,Restaurantes Italianos.,Pizza is a yeasted flatbread typically topped with tomato sauce and cheese and baked in an oven. It is commonly topped with a selection of meats; vegetables and condiments. The term was first recorded in the 10th century; in a Latin manuscript from Gaeta in Central Italy.[1] The modern pizza was invented in Naples; Italy; and the dish and its variants have since become popular and common in many areas of the world,,,,,,,,,,,,,,,,,,,,,,,,,
6119,SPCT30,JOYERÍA,JEWELLERY,H:\joyer\,3000,100,Normal,True,4,,133,SPCLOSPM26A,joyas; anillos; relojes; anillos de compromiso; anillos de boda; diamantes; pendientes; pulseras; joyeros; oro; diseño de joyas; diamantes; joyería; joyeros de fabricación,Joyería,de la joyería,,,Aero,Acco,,,,,,,,,,22/07/2016 16:26:55,Las empresas analizadas en el informe se dedican a la fabricación; distribución y venta de joyería.,The companies analysed in the report are specialised in the manufacture; distribution and/or sale of jewellery.,,Jewellery consists of small decorative items worn for personal adornment; such as brooches; rings; necklaces; earrings; and bracelets. Report includes companies manufacturing and supplying jewellery.,5995,6013,23260,6140,5997,19704,14173,4254,10004,303,5185,9529,4270,10408,16919,10570,,,,,,,,,
27127,SPCT34,FABRICANTES Y DISTRIBUIDORES DE JOYERÍA,JEWELLERY MANUFACTURERS & DISTRIBUTORS,H:\jewellfd\,1000,100,Normal,True,4,,,SPCLOSPM26B,joyería; relojería; bisutería; oro; plata; joyas; joyeros; piedras preciosas; alianzas; anillos; pendientes; relojes,Fabricantes y distribuidores de joyería,de la fabricación y distribución de joyería,,FABRICANTES Y DISTRIBUIDORES DE JOYERÍA,Clot,Jewe,,,,,,,,,,30/01/2023 00:00:00,Las empresas analizadas en el informe se dedican a la fabricación y distribución de joyería; relojería y bisutería.,The companies analysed in the report include jewellery makers; distributors; and wholesalers.,,Jewellery consists of small decorative items worn for personal adornment; such as brooches; rings; necklaces; earrings; and bracelets. The report includes the manufacture; distribution and sale of both fine and costume jewellery and watches.,,,,,,,,,,,,,,,,,,,,,,,,,
27126,SPCT32,COMERCIO AL POR MENOR DE ARTÍCULOS DE JOYERÍA,JEWELLERY RETAILERS,H:\jewellre\,1000,100,Normal,True,4,,,SPCLOSPM26C,joyería; relojería; bisutería; oro; plata; joyas; joyeros; piedras preciosas; alianzas; anillos; pendientes; relojes,Comercio al por menor de artículos de joyería,del comercio minorista de artículos de joyería,,COMERCIO AL POR MENOR DE ARTÍCULOS DE JOYERÍA,Clot,Jewe,,,,,,,,,,30/01/2023 00:00:00,Las empresas analizadas en el informa se dedican al comercio al por menor de artículos de joyería; relojería y bisutería.,The establishments analysed in the report are retailers of jewellery and watches.,,A jewellery retailer is any shop selling jewellery and/or watches; some will also make jewellery themselves; others will sell different brands or be part of a larger jewellery chain.,,,,,,,,,,,,,,,,,,,,,,,,,
18389,SPKEBA,PRODUCCIÓN Y VENTA DE KEBABS,KEBAB MEAT MANUFACTURERS & SUPPLIERS,H:\kebab\,100,100,Normal,True,4,,,SPFOOMEM47A,kebab; carne kebab; doner kebab,Producción y venta de kebabs,de la producción y venta de kebabs,,,Food,Mana,,,,,,,,,,26/07/2017 00:00:00,Las empresas analizadas en el informe incluyen productores y distribuidores de carne de kebab; y restaurantes de kebab.,The companies analysed in the report include producers; distributors of kebab meat; and kebab restaurants.,,,,,,702,,,,,,,,,,,,,,,,,,,,,
6121,SPFN88,FABRICANTES DE MUEBLES DE COCINA,KITCHEN MANUFACTURERS,H:\cocifab\,3000,100,Normal,True,4,,133,SPFURPDM53A,cocina; muebles de cocina; cocinas a medida; diseño de cocinas; fabricantes de cocinas; fabricación de cocinas; mobiliario de cocina,Fabricantes de muebles de cocina,de la fabricación de muebles de cocina,,,Aero,Acco,,,,,,,,,,27/02/2024 00:00:00,Las empresas analizadas en el informe fabrican muebles de cocina.,The companies analysed in the report are manufacturers of kitchen furniture.,Empresas fabricantes de muebles de cocina.,Companies manufacturing kitchen furniture.,6077,6213,,831,813,826,6101,18148,6027,5949,6271,,,,,,,,,,,,,,
29300,SPVNLM,ELABORACIÓN DE VINOS DE LA MANCHA,LA MANCHA WINE PRODUCERS,H:\lamancha\,1000,100,Normal,True,4,,,SPDRIALN15F,vino; vinos; DO; denominación de origen; la mancha; crianza,Elaboración de vinos de La Mancha,de la elaboración de vinos de La Mancha,,,Drin,Alco,,,,,,,,,,08/07/2024 00:00:00,Las empresas analizadas en el informe se dedican a la elaboración y crianza de vinos de La Mancha.,The companies analysed in the report are specialised in La Mancha wine production.,Empresas dedicadas a la elaboración y crianza de vinos con denominación de origen La Mancha.,Certified producers of La Mancha wine.,6290,10575,10576,28984,28935,29294,28948,26831,26704,28950,18386,,,,,,,,,,,,,,
6123,SPPI75,IMPRESIÓN DE ETIQUETAS,LABEL PRINTING,H:\impretiq\,3000,100,Normal,True,4,,133,SPPRIPPM26B,etiqueta; etiquetas; impresión de etiquetas; autoadhesivas; impresora; impresión,Impresión de etiquetas,de la impresión de etiquetas,,,,,PI27,,,,,,,,,20/06/2011 00:00:00,,,empresas dedicadas a la impresión de etiquetas,companies involved in label printing,,,,1272,,,,,,,,,,,,,,,,,,,,,
6124,SPPI25,FABRICACIÓN E IMPRESIÓN DE ETIQUETAS,LABELS,H:\etiqufab\,3000,100,Normal,True,4,,133,SPPRIPPM26A,etiquetas; etiquetas autoadhesivas; etiquetas; impresión; impresión de etiquetas; impresoras de etiquetas; etiquetas adhesivas; etiquetas impresas; etiquetas engomadas,Fabricación e impresión de etiquetas,de la fabricación e impresión de etiquetas,,,Prin,Prod,,,,,,,,,,08/03/2017 12:11:48,Las empresas analizadas en el informe se dedican a la fabricación; impresión y distribución de etiquetas.,The companies analysed in the report manufacture; print and distribute labels.,,Manufacturers; printers and suppliers of labels.,5916,6012,14069,1272,6123,6198,6244,14036,6199,5967,9534,22284,5194,13679,14958,1274,6180,6182,4797,,,,,,
6125,SPPC44,ENSAYOS Y ANÁLISIS TÉCNICOS; CONTROL DE CALIDAD,LABORATORIES,H:\labcrtca\,3000,100,Normal,True,4,,133,SPPROSEM9A,laboratorio; análisis; pruebas; equipos; microbiología; laboratorio; laboratorios; investigación; odontología; química; ciencia; científico,Ensayos y análisis técnicos; control de calidad,de los ensayos y análisis técnicos y el control de calidad,,,Aero,Acco,,,,,,,,,,27/01/2017 00:00:00,,,laboratorios de ensayos y análisis técnicos para el control de calidad,companies providing scientific and analytical services for quality control,14095,6126,,1239,16603,14146,16909,6186,,,,,,,,,,,,,,,,,
14095,SPLAB9,MATERIAL PARA LABORATORIO,LABORATORY EQUIPMENT,H:\labglass\,3000,50,Normal,True,4,,133,SPPROPDM10A,suministros laboratorio; material laboratorio; equipos laboratorio; suministros laboratorios; material laboratorios; equipos laboratorios; vidrio laboratorios; vidrio laboratorio; fungibles,Material para laboratorio,del material para laboratorio,,,Aero,Acco,,,,,,,,,,07/03/2018 12:40:42,Las empresas analizadas en en informe se dedican a la fabricación y distribución de material y equipos para laboratorios.,The companies analysed in the report are specialised in the manufacture and distribution of laboratory equipment and supplies.,Los instrumentos y equipos científicos y de laboratorio son herramientas utilizadas en entornos de laboratorio; investigación o académicos; para una variedad de actividades que incluyen la realización de investigaciones científicas; la recopilación y el análisis de datos; así como la supervisión; el control y la medición de elementos. Las empresas incluidas en el informe comprenden fabricantes y proveedores de diversos productos; que van desde instrumentos y material de vidrio más pequeños hasta equipos técnicos o electrónicos (como microscopios; autoclaves; centrifugadoras e incubadoras); además de soluciones relacionadas con la automatización de laboratorios. El informe no incluye dispositivos médicos que se utilizan principalmente en entornos de atención sanitaria para diagnosticar o tratar a pacientes.,Scientific & laboratory equipment: Scientific and laboratory instruments and equipment are tools used in a laboratory; research or academic setting; for a variety of activities including conducting scientific research; gathering and analysing data as well as monitoring; controlling and measuring elements. The companies included in the report include manufacturers and suppliers of various products ranging from smaller instruments and glassware to technical or electronic equipment (such as microscopes; autoclaves; centrifuges and incubators) and solutions relating to lab automation. The report does not include medical devices that are mainly used in a healthcare setting to diagnose or treat patients.,6125,22177,6126,1235,6150,14157,14094,6151,6186,1234,14262,5988,14118,14146,16909,,,,,,,,,,
26801,SPPLAB,MATERIAL PARA LABORATORIO (Portugal),LABORATORY EQUIPMENT (Portugal),H:\ptlabo\,3000,100,Normal,True,4,,,SPPROPDR37B,,Material para laboratorio (Portugal),de material para laboratorio (Portugal),,,Proc,Equi,,,,,,,,,,26/08/2022 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19680,SPJARD,PAISAJISMO Y DISEÑO DE JARDINES,LANDSCAPE CONTRACTORS,H:\paisaje\,1000,100,Normal,True,4,,,SPAGRSEM33A,paisaje; paisajismo; paisajista; paisajistas; jardín; jardines; flores; jardinería; paisatgiste; paisatgistes; paisaxismo; creación de jardines; diseño de exteriores; espacios verdes; gabinete de paisajismo; arte paisajista; jardineros paisajistas; estudio de paisajismo,Paisajismo y diseño de jardines,del paisajismo y el diseño de jardines,,,Agri,Serv,,,,,,,,,,31/10/2017 00:00:00,Las empresas analizadas en el informe prestan servicios de diseño y creación de jardines y espacios verdes.,The companies analysed in the report provide services relating to the design and creation of gardens and green spaces.,,Landscape Contracting is a profession that involves the art and technology of landscape and garden project planning; construction and landscape management.,6069,14181,6289,14057,13986,6053,6232,14171,14089,6082,5936,15125,6100,5978,6087,5979,6101,6191,,,,,,,
6128,SPSV61,ACADEMIAS DE IDIOMAS,LANGUAGE SCHOOLS,H:\acaidiom\,3000,100,Normal,True,4,,133,SPSEREDM32A,idiomas; lenguas extranjeras; lenguas modernas; español; español como lengua extranjera; cursos de idiomas; formación en idiomas; academia de idiomas; escuela de idiomas; francés; alemán; chino; mandarín; italiano; first certificate; advanced; proficiency,Academias de idiomas,de las academias de idiomas,,,Aero,Acco,,,,,,,,,,27/05/2016 00:00:00,Las empresas analizadas en el informe prestan servicios de formación no reglada en idiomas.,The companies analysed in the report provide service of non-formal training in languages.,Academias y escuelas de idiomas. Incluye cursos de español como lengua extranjera. Excluye agencias promotoras de cursos en el extranjero.,Companies operating language schools and academies. Includes courses of Spanish as a foreign language. Excludes agencies promoting courses abroad.,14180,14053,5913,1456,6201,14123,9738,5198,16268,,,,,,,,,,,,,,,,
5913,SPZZ36,AGENCIAS PROMOTORAS DE CURSOS EN EL EXTRANJERO,LANGUAGE TRAVEL AGENCIES,H:\cursextr\,3000,50,Normal,True,4,,133,SPSEREDM32B,curso; extranjero; cursos en el extranjero; educación; educación en el extranjero; formación; promoción de cursos en el extranjero; idiomas; inglés; francés; alemán; intercambio de estudiantes; inmersión lingüística; campamento lingüístico; cursos de verano,Agencias promotoras de cursos en el extranjero,de las agencias promotoras de cursos en el extranjero,,,Aero,Acco,,,,,,,,,,19/05/2016 15:12:00,Las empresas analizadas en el informe son agencias promotoras de cursos en el extranjero; principalmente de idiomas.,The companies analysed in the report promote courses abroad; mainly language courses.,Empresas promotoras de cursos en el extranjero. Excluye academias de idiomas cuando la organización de cursos en el extranjero no es su actividad principal.,Companies promoting courses for studying abroad. Exludes language academies when the organisation of abroad courses is not their main activity.,,,,14180,6128,1456,22978,5198,9738,16268,,,,,,,,,,,,,,,
14096,SPLASE,CORTE POR LÁSER,LASER CUTTING,H:\laser\,3000,10,Normal,True,4,,133,SPMETSEM20A,corte por láser; fabricación; láser; ingeniería; soldadura; corte; metal; acero,Corte por láser,del corte por láser,,,,,MT21,,,,,,,,,30/01/2015 00:00:00,,,empresas dedicadas al corte por láser,companies doing laser cutting work,5937,,,1118,14102,6048,6010,6245,5921,5998,14078,,,,,,,,,,,,,,
26606,SPLATF,IMPORTADORES DE ALIMENTOS LATINOAMERICANOS,LATIN AMERICAN FOOD IMPORTERS,H:\latinimp\,1000,100,Normal,True,4,,,SPFOORSN35B,importadores; importación; importación de alimentos; alimentos latinoamericanos; comida latina; méxico; argentina; chile; colombia; ecuador; cuba; caribe; LATAM,Importadores de alimentos latinoamericanos,de la importación de alimentos latinoamericanos,,,Food,Food,,,,,,,,,,10/05/2022 00:00:00,Las empresas analizadas en el informe son importadores de productos de alimentación latinoamericanos.,The companies analysed in the report are importers of Latin food.,Importadores y distribuidores de productos latinoamericanos de alimentación secos y congelados.,Importers and distributors of Latin food products; both dry and frozen.,14073,24103,6256,9480,9668,9954,13654,694,686,697,724,5464,5085,18292,5981,10349,24395,19523,,,,,,,
6033,SPSV41,LAVANDERÍAS Y TINTORERÍAS,LAUNDRY & DRY CLEANING,H:\lavander\,3000,100,Normal,True,4,,133,SPSERCGM18A,9601; 9609; lavandería; tintotería; lavandería industrial; limpieza en seco; limpieza de textiles; limpieza de tejidos; lavado; lavandería autoservicio; textiles para hostelería; ropa de cama para hoteles; ropa de cama para hospitales; planchado de ropa nueva; planchado de ropa usada,Lavanderías y tintorerías,de las lavanderías y tintorerías,,,Clea,Cont,,,,,,,,,,08/04/2015 00:00:00,Las compañías analizadas en el informe proporcionan servicios de lavandería industrial o particular; limpieza en seco y planchado de ropa nueva y usada.,The companies analysed in the report provide industrial and/or household laundry; dry cleaning and ironing services.,Incluye compañías que prestan servicios de lavandería; limpieza en seco y planchado tanto a particulares como a empresas (por ejemplo; hoteles).,Includes companies providing laundry; dry cleaning and ironing services for both individuals and companies (such as hotels).,19872,,,9519,15132,18196,5162,5201,5214,1437,1439,10010,13681,,,,,,,,,,,,
6080,SPZZ39,COMERCIO DE PIELES Y CUEROS,LEATHER & FUR SELLERS,H:\vtapiele\,3000,100,Normal,True,4,,133,SPCLOPDM38A,piel; pieles; cueros; abrigo de piel,Comercio de pieles y cueros,del comercio de pieles y cueros,,,Aero,Acco,,,,,,,,,,23/11/2012 00:00:00,,,empresas de comercio de pieles y cueros,companies selling furs and leathers,,,,,,,,,,,,,,,,,,,,,,,,,
6129,SPFL30,SERVICIOS JURÍDICOS,LEGAL SERVICES,H:\abogad\,3000,100,Normal,True,4,,133,SPFINSEM20A,procuradores; abogados; legal; bufete de abogados; firma de abogados; ley; procurador,Servicios jurídicos,de los servicios jurídicos,,,Aero,Acco,,,,,,,,,,30/01/2015 00:00:00,,,Top 500 empresas de servicios jurídicos,Top 500 legal services companies,,,,751,750,1191,,,,,,,,,,,,,,,,,,,
16909,SPLEGO,SANIDAD AMBIENTAL Y CONTROL DE LEGIONELLA,LEGIONELLA CONTROL,H:\legion\,100,100,Normal,True,4,,,SPCHESUM32A,legionella; environmental.,Sanidad ambiental y control de legionella,de la sanidad ambiental y el control de legionella,,,Heal,Cons,,,,,,,,,,24/02/2017 00:00:00,,Legionella control; environmental laboratories,Control de legionella; laboratorios de sanidad ambiental.,,,,,,,,,,,,,,,,,,,,,,,,,,
6131,SPEIAS,SEGUROS DE VIDA,LIFE INSURANCE,H:\lifeas\,3000,100,Normal,True,4,,133,SPFINSEM24B,seguros; seguros de vida,Seguros de vida,de los seguros de vida,,,Aero,Acco,,,,,,,,,,23/06/2014 00:00:00,,,empresas que ofrecen seguros de vida,companies providing life insurance,,,,,,,,,,,,,,,,,,,,,,,,,
6130,SPEL68,ASCENSORES,LIFTS,H:\ascens\,3000,100,Normal,True,4,,133,SPELEELM40A,ascensores; mantenimiento de ascensores; ascensor; ascensores; mantenimiento; reparación de ascensores; escaleras mecánicas; ascensores; elevadores de escalera de bienes,Ascensores,de los ascensores,,,Aero,Acco,,,,,,,,,,08/02/2019 11:06:46,Las empresas analizadas en el informe se dedican a la fabricación; instalación y mantenimiento de ascensores; escaleras mecánicas y sus componentes.,The companies analysed in the report are involved in the manufacture; installation and maintenance of lifts; escalators and their components.,Empresas dedicadas a la fabricación; suministro y mantenimiento de ascensores; escaleras mecánicas y sus componentes.,Companies manufacturing; supplying and servicing lifts; escalators and their components.,13973,6008,6038,592,1196,571,6213,5936,13970,4360,9541,16895,4154,18385,5207,9943,14648,13645,14570,6132,6100,14029,6104,,
